index	sentence
3837	 # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail bizpayecrypto . io /   / 1150993510415392768   … $ 
3838	This is delusional bullshit . $ 
3839	Pepsi and Coke went after each other hard for 100 years . $ 
3840	Illegally sneaking across a sovereign international border is not seeking asylum . $ 
3841	El anuncio sobre el cierre del servicio se ha realizado en la sección de preguntas frecuentes ( FAQ ) de la página web intercambio , pero no se ha hecho ninguna declaración oficial al respecto . ow . ly / PkOL50v5FvK   $ 
3842	Didn’t say I don’t have a $ link hodl bag too ! $ 
3843	WTF hasn’t this made headlines like Nicki did ? ! ! ! The damn hypocrisy is sickening $ 
3844	Can i go and sell libra on Coinbase ? $ 
3845	Augmented Reality Awesomeness ? ? # ADMP # DasH # hodl lnkd . in / gh5q9pW   $ 
3846	My hodl life . $ 
3847	That’s crazy man . I spend this much everytime I go drinking here in the states . $ 
3848	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover , SATOSHI etsy . me / 32AqFJt   $ 
3849	The best fireworks we will ever see $ 
3850	誰でも価値が下がり続けるお金より もしビットコインが１億超えてさらに上がるようならそちらが欲しくなる。 ならビットコイン同士の決済なら銀行もドル円と交換できる取引所すら必要なくなる。 そうなったらどうにもならんでしょ。 $ 
3851	残念ながら私のような素人のところにsherwoodが何やってるのか全然伝わってこないです。 eliteはセンターでミートアップや様々な LISK普及活動が伝わってきます。 たまにばら撒きやってる程度の人たちなイメージしかないです。 $ 
3852	Looking better without the hood $ 
3853	HODL ITT SAKGSJD $ 
3854	Hodl and accumulate more bitcoin s / status / 1151867001423486976   … $ 
3855	Hopefully those that had the opportunity to hodl a lot early will be responsible enough with fellow habitants of this beautiful $ 
3856	This when u HODL my man when ur guy tellin u not to $ 
3857	This is why I # HODL $ HPB . Released into the trenches in Jan 2018 , the team managed their funds responsibily , and developed a WORKING product that ' s solves a REAL problem . tus / 1151562006987780097 ? s = 19   … $ 
3858	This is undoubtedly the most excellent project on the market from the existing ones . I tell everyone about You and friends it is very interesting to learn more about the project ! # BIZpaye # Marketplace # HODL # BarterCredit # crypto # B2B # B2C # retail bizpayecrypto . io /   $ 
3859	Everytime I sell the price goes up . Every time I buy the price goes down . I have learnt to hodl . $ 
3860	 @ chainlink together with @ libra is future of @ crypto $ 
3861	" "" Crypto currencies like bitcoin "" Is all i need to hear to get triggered . fuck $ "
3862	Lol that was NOT his argument he was scared it was gonna happen $ 
3863	There are more than 3000 cryptocurrencies / tokens . If we have to be conservative we can apply the 80 / 20 rule and say 80 % are shitcoins . If we’re being honest 99 % are shitcoins . And if we about juvenile terms in the crypto space , “ HODL ” is far worse than “shitcoin” $ 
3864	 # firstworldprobs $ 
3865	Hodl $ zil $ 
3866	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2Yc2Msg   $ 
3867	BIZpaye mission is to deliver flexible & more convenient ways to transact across all borders while transparency # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail bizpayecrypto . io /   $ 
3868	What the fuck is going on ! ? ! This congressman understands bitcoin way better than 95 % of the bozos in “crypto” , some of whom have been involved for years . / status / 1151584868398055424   … $ 
3869	 $ 
3870	Double bottoms MUST be exactly the same price . Trading 101 $ 
3871	Grab a FREE Spot and HODL , you could be very HAPPY you did ! Unlocking untapped Wealth ! Frega is a Financial Technology Company   FREE to join ! # crypto # currency # curencytrading # trader # HODL # bitcoin # money # free # invest # dad # mom # student $ 
3872	 ' HODL Bitcoin To The Moon ' - Or At Least $50 , 000 In 2020 - Seeking Alpha j . mp / 2Z0SRCT   $ 
3873	start hodl # dent . will see can double money ; ) # dent $ dent # bnb # binance # bitcoin $ btc # elrond $ erd $ elrond $ 
3874	It was a gamble yes but it paid off . The crypto market isn ' t really about utility yet . We haven ' t got to that point yet . It ' s still all about profits , speculation , and manipulation . Once those days are over then its truly HODL time lol $ 
3875	Testing $ 
3876	Imagine you are at a table and that cat represents towards you . $ 
3877	 # BIZpaye # Merchants # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping BIZpaye mission is to deliver flexible and more convenient ways to transact across all borders , while transparency and low fees . bizpayecrypto . io /   $ 
3878	Sure it is . Even for us old Ante hodlers . # tronbet is starting to scale now . WIN token will be the new Gold , surpassing Ante in range and dominance . If u have Ante , keep it frozen and enjoy the new exciting times ! $ 
3879	But they are all still considered altcoins . $ 
3880	 @ Marian _ XRP _ hodl @ EasycareLndscpe @ lexxdollaz @ XrpJames @ lamproce # xrpthestandard @ AlexCobb _ $ 
3881	Very few people will remember homey da clown but in living color was THE best show ever $ 
3882	not everyone $ 
3883	 # ElectrumMaximalist $ 
3884	Times are changing . I might actually sell 90 % of my core # BTC hodl at the next ATH to buy alts . I ' ve done the math . Even at BTC 1 MILLION I ' m only worth 44 million That ' s not cool at all for how long I ' ve been here . # depressing $ 
3885	HUGE HUGE OPPORTUNITY # 0Doubt # Hodl # LIFE # XRP 1151919879705939968   … $ 
3886	Buy a bitcoin to Hodl $ 
3887	Lol ! Get that mofo . $ 
3888	 stralingsbewust . info / 2019 / 06 / 15 / lan delijke - demonstratie - stop - 5g - op - 9 - september - in - den - haag /   … $ 
3889	Hodling = Saving , the process of setting aside a portion of current for future use , or the flow of resources accumulated in this way over a given period of time . # bitcoin # HODL # cryptocurrencies $ 
3890	Website : bizpayecrypto . io /   # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail / 1151499430559981568   … $ 
3891	Gotta start $ 
3892	100x return within 12yrs , in public market , who can really # hodl for so long ? Wild respect for those who could ! / status / 1151654247601254400   … $ 
3893	I just did it , now I can HODL some more $ 
3894	What is this ? $ 
3895	REECE SAW VIA ON GEIRGES SIDE AND SIAD TGATS A HABD I HAVE TO HODL $ 
3896	 # escúchala chamyta tatus / 1151552749013807105   … $ 
3897	17 wins kid . . 17 so sorry bro $ 
3898	It ' s a good thing I ' ve always hated juicing vegitbles / fruits . s / 1152181074807656448   … $ 
3899	Talented team , great idea . A project that there is a desire to see more in work . I wish the team success in conquering the heights ! # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C bizpayecrypto . io /   $ 
3900	Hey , check this out : \ [ Ripple Pushing to Corner the Market in India , Targeting Population of 1 . 3 Billion \| The Daily Hodl \ ] ( via Quarry app ) quarryshare . page . link / M4UpZoNWuMav49 7N9   … $ 
3901	Her performance was on point . I ' m not going to take that away from her . My problen with her is that she thinks there ' s a difference between altcoins and shitcoins . ( In a way to try and legitimize her non shitcoins ) $ 
3902	暗号資産（ビットコインetc）入れるやつ買った。とりあえず2020年末まで行く末を見てみよう？！ I’ll HODL bitcoin til the end of 2020 ! ? $ 
3903	こういったデリゲートの情報も発信お願いしたいです 我々投資家はほとんど知らないですので。 @ LISKJAPANでその辺の特集もしてもらえたらありがたいです $ 
3904	そういうメンタルならトレードやめにゃいかんですね。 いや、投資も無理か。 tatus / 1152098332476469249   … $ 
3905	 # BIZpaye is an all ecosystem but first it is a Credit Card style business that operates along the same lines of a small bank @ BIZpaye # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail $ 
3906	 bizpayecrypto . io   Awesome project team of professionals do not miss the chance to part of the project # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail $ 
3907	"When $ LINK started to grow on Twitter I started to doubt myself . "" How could so many people millionairs ? "" . Now I get it . They won ' t . Because most won ' t hodl up until , and beyond 1k . $ "
3908	 Top 10 # cryptocurrencies by market cap make recovery in past 24 hrs , all except $ BTC . $ LTC has the largest gains , with over 10 % returns . Get real - time performance : terminal . coinscious . io / en   $ ETH $ XRP $ BCH $ USDT $ EOS $ BNB $ BSV $ XLM # cryptocurrency # crypto # price # hodl # invest $ 
3909	India is not the only country where crypto is banned . In China , Saudi Arabia , Vietnam , Pakistan , Indonesia , Qatar , Egypt , it is also banned or somehow restricted . Anyway keep # Hodl and you will be rewarded $ 
3910	Ask him how his day went . Tell him youre having a wonderful time . $ 
3911	Hodl mode activated ! $ 
3912	Out too $ 
3913	 # Bitcoin # CryptocurrencyNews # Cryptocurrency # Crypto # Blockchain # Altcoins # Money # Trading # Currency # Market # Investing # HODL # Assets # BTC # DYOR # Charts # BitcoinIsBack # Bitcoin2019 us / 1151617600562053121   … $ 
3914	For a newbie sir , what is short covering ? $ 
3915	 $ 
3916	Weekly Update As I mentioned last week weekly closes have been setting the tone for the week . Close above 11 , 607 is bullish and close below 9 , 604 bearish . Close in between should keep us in the current range for now . $ 
3917	 # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail bizpayecrypto . io /   / 1151499430559981568   … $ 
3918	 $ 
3919	if whales want to make a lot of money they need to sell small sat stacks at super low and bring that shit down . its too centralized for investors . they are not handing any thing over easily . # crypto # btc # HODL $ 
3920	 @ andrewliv another dumbass Knick fan blocked me for giving them facts after they somehow still had the courage to bash the Nets L after L $ 
3921	DeaterBob is mentally challenged when to Bitcoin . $ 
3922	History can repeat , but all these charts are coin flips at best $ 
3923	 # Noded $ 
3924	Grayscale report shows institutional Bitcoin investment is increasing   # bitcoin $ 
3925	Take action while you can . . . . Or cry later that you missed the boat . . . again . . . # cryptotrading # bitcoin # HODL tus / 1151487912330092544   … $ 
3926	Our Principles - Trust , Diversity , Leadership - mailchi . mp / ee28b3bd8a38 / v oice - of - blockchain - speakers - announced - 193969   … $ 
3927	For all you haters , muthafudders , doubters , and weak handers . This is what you need to listen to to allay those feelings and to educate yourself on what Ripple is doing and WILL soon . HODL ! status / 1151582984832577536   … $ 
3928	If # sharding into life i will not just # HODL i will buy more until my end # apollowillmakehistory # apollodevthebest $ 
3929	I think most of politicians already knew that . The way i look at it is that she was one of the people that was lobbying against Libra . Ohh and she was pushing crypto currency more than she was pushing Bitcoin . $ 
3930	Excited to share this item from my # etsy shop : Sticker cryptocurrency Crypto Currency HODL To The Moon ! Vinyl Sticker Internet Meme Funny Ethereum Laptop Decal Litecoin xrp dash eos ada etsy . me / 2JDk5dv   $ 
3931	You will miss me . $ 
3932	I probably would have sold not knowing where prices would be today . $ 
3933	If only there was one in front of our eyes at this very moment . . . but I won’t hodl my breath $ 
3934	My biggest loss was losing 1 / 6 of my hodle in one trade . Enough to learn my lesson . I’m slowly rebuilding my hodl back to where it was before trading . $ 
3935	I still believe in elastos and still hodl every single one of my tokens ! Yup I ' m on YouTube , I ' m an entertainer dumb fuck $ 
3936	Have a laugh you miserable bastards . # crypto # HODL $ 
3937	まいったな、、 フィネックスに続きメックスもかい！ 早くDEXの時代にしないとね。 status / 1152140347880853507   … $ 
3938	Small businesses can’t afford that shit $ 
3939	22 mins ago raj told me he was having trouble stacking in India . 13 mins ago I offered to send him a million sats . 6 mins ago he sent me his address . 4 mins ago I sent him the sats . 2 mins ago it confirmed . And this was on chain . The future is here . / status / 1151726964039794688   … $ 
3940	Could be a trap before 8k . . but honestly i don ' t know . # HODL $ 
3941	You either watch the charts 24 / 7 or HODL $ 
3942	Rough few month ? This chart is saying the top is EIGHT HUNDRED THOUSAND DOLLARS . Are you fucking kidding me ? Rough few months . Get the fuck out of here . You don’t deserve these epic gainz . $ 
3943	Se for da cavalaria o soldado ainda tem pra onde correr . $ 
3944	Fasten your belts , boys ! ! $ TEL # Telcoin # Telfam # HODL tatus / 1151910818318938112   … $ 
3945	First day of our IEO off to an excellent start . Don’t miss out on week 1 at the lowest price of $0 . 15 a token . dobiexchange . com   # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail @ BIZpaye $ 
3946	 @ PropyInc $ 
3947	Impulse Assets 16th Withdrawal Done Processed In 13hrs 23mins Signup Here :   # investment # crypto # investor # investing # cryptocurrency # bitcoin # ethereum # litecoin # wealth # wealthy # money # makingmoney # hodl # cryptotrading $ 
3948	Typical semantics tus / 1151838689649025024   … $ 
3949	uhhh . Her check must have in . $ 
3950	Tattoo removal is too good these days . Let’s do scarification right across the forehead . $ 
3951	A with phenomenal and innovative approach to their work . I have long been studying the cryptocurrency # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail @ BIZpaye bizpayecrypto . io /   $ 
3952	It’s a microcosm of the cultural differences between western and eastern . Not just CT but tech industry and everything else , it’s hard to develop and display a sense of humor while discussing work in China $ 
3953	スタートアップ投資は今回 LISKでちょっと疲れたので 次の局面は王道と行きたい。 日本を代表する会社色々ありますが、選定が難しいですね。 村田製作所はどんな時代も乗り切る力があると見ました。 経営陣がとにかく良い。 $ 
3954	いまコインチェックのアルトコインはほとんどビットコインに対して底値から14％戻してますね。 ほとんど同じ動きです。 売られ過ぎたアルトコインが少し買い戻された感じです。 どれこれないですね。 $ 
3955	All the QAnon puzzle pieces together . Also : hodl ! : - ) $ 
3956	Those who # HODL # LIFEtoken shall inherit the Sun , Stars , and Moon $ 
3957	 # HODL # Hamilton # HarveyDent WINNER @ 11 / 4 $ 
3958	BIZpaye will carry out by IEO soon - July 15 to 28 on the DOBI platform . Do not miss . # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail $ 
3959	Glad to be of service . $ 
3960	Use this SUPERWALLET to HODL your Crypto coins . and get paid in CTO everyday . Android and iOS app in app stores - Cloud wallet Find out more here = = >   $ 
3961	bu yapay zekanın uygulanabilir şeklini uyguluyor . asıl fomolayan kısmı bir trader olarak hodl moduna geçmemin nedeni ; geçen boğada platform coinler ether neo eos filan işte boğanın teması olmstu . yaklasan muhtemel boğada neden yapay zeka coinleri tema olmasın . bunu dşünmeliyiz bence $ 
3962	Bottom line is I have a problem with her trying to convince regulators that Libra wouldn ' t be an altcoin but all the rest of the bullshit on coinmarketcap are . $ 
3963	FOMO FUD HODL $ 
3964	HODL , don ' t sell , and go to other feeds . $ 
3965	Website only ? Or mobile too ? $ 
3966	 Yes great analogy for the things up to use with censorship resistant blockchain technology . $ 
3967	I dunno , I ' ve never lost any money on crypto . I mean , I tripled it real quick and then sold off before the bust of 12 / 17 . Used to use it to purchase nootropics c . 2012 . If I ' d HODL ' d instead of just using it as alt - currency I ' d have been sitting on about $80 - 120K at the peak . $ 
3968	Cenk Bey video boğa bekleyen KYlerin videosu olmuş sanki kaçırmayız inş HoDL $ 
3969	final tweet , Silver Eagle Coins in 2008 put # COMEX and $ SLV in their proper place . Better performance , arguable liquidity , in $ Ag hodl ' r full 3 - dimensional control 24 x 7 if the so choose   $ 
3970	 # HODL # bitcoin 9lkI8   … $ 
3971	TA = BS $ 
3972	See Last 3 days ' Premium results ! ! ! For free signals , join telegram t . me / phoenixICF   $ BCH $ UTT # hodl $ CMT $ NEO $ DAX $ BTC $ BTC $ LSK $ BAY $ ADA $ BNB $ GNT $ DCN $ HT $ NCASH $ AUTO $ CTXC $ RLC $ EDO $ ETHOS $ XVG $ EDG $ PPC $ CLOAK 867348245 $ 
3973	 @ RepTedBudd Great questions in today ' s hearing regards to # libracoin . Where most others were attacking with 0 previous knowledge - your efforts were by far the most level headed and best presented . # facebook # calibra $ 
3974	Bravo $ 
3975	bitcoin boys whats the move sell or hodl $ 
3976	Next level 10 , 681 $ 
3977	 tus / 830399264341770240 ? s = 20   … $ 
3978	Hodl on ! $ 
3979	Would be nice , right ? I don ' t think that ' s going to happen . $ 
3980	The next three years gonna be wild : Bitcoin mooning , Precious metals flying and Stocks tanking . Position yourselves accordingly . Life changing money to be made . Accumulate and hodl Bitcoin and Precious Metals , don’t trade ! $ 
3981	Why do they constantly call to HODL ? $ 
3982	تراك جميله — استحيت curiouscat . me / _ 3hodl / post / 93 2470638 ? t = 1563524410   … $ 
3983	I know . I’m going to HODL . Just blows my mind with all the news it hasn’t had much gain . I really expected near the 3 . 00 mark at this point . However , I guess we need more volume . $ 
3984	I cannot believe you are still around . I thought you died with the rest of your bullshit . . . $ 
3985	Payments Giant PayPal Announces that its # Xoom Payment and # Remittance solution will soon go live in the UK and 31 markets across the world ain - payments - xoom   … @ btcmanager @ PayPal # Blockchain # CryptoUseCase # CryptoAdoption $ 
3986	HODL ! $ 
3987	One thing i have learned the last 2 days of watching US Senators and Members of Congress is just how ignorant and patronising most of them are . # KnowItAlls $ 
3988	 # Telos has some really fantastic ideas while to the goal of a governed blockchain . They have Worker Proposals , capping inflation for up to a decade , implementing T - REX , raising BP payout , Inverse Weighted voting , Minimum requirements for BP ' s . . . etc ! # HODL $ 
3989	The next 18 - 30 months is going to be life changing for many of us # Bitcoin # HODL # BullishAF $ 
3990	DISCOVERED a fantastic way of making Profits From Automated Arbitrage , I am HODLing $650 of ETH running \ [ AI \ ] BOT and the results have been phenomenal everyone should HODL some Crypto literally makes you profits while you sleep . = = >   $ 
3991	MINE CRYPTO CURRENCIES ON YOUR PC HERE 65629c65d1db   … # BTC # BITCOIN # MONEY # DONATE # CRYPTO # HODL # MOON # DOGE # FORTNITE # TREND # NEW $ 
3992	It’s like Christmas for maximalists lol $ 
3993	 # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail / 1151438951397437440   … $ 
3994	The whole idea that all you need to do is HODL and the price goes up makes me facepalm . Without sellers there isn ' t any price discovery . Imagine only buyers and no sellers . with using Bitcoin as a currency , not hodling . $ 
3995	Website : bizpayecrypto . io /   # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail / 1151499430559981568   … $ 
3996	Me when the market tries to loosen my HODL hand . $ 
3997	How we will all look at fiat money soon enough . $ BTC # Bitcoin atus / 1151523339535552513   … $ 
3998	Eclair pros : has turbo channels , stable ; cons : no hodl invoices , no invoice - only authorization , no remote Android app $ 
3999	Rise and SHINE XRP TIME Good Morning Crypto Pioneers Dream Without Limits Never Give Up # 0Doubt # Hodl # LIFE # XRP # XRPNEWS # CKJTV # CKJCRYPTONEWS # DRFOMO $ 
4000	"Get off my XRP lawn dammit Oh wait , you ' re "" SUPPOSEDLY "" not on it $ "
4001	O Senado corrige isso . $ 
4002	He’s horrible . You should all be blocked by him like I am . $ 
4003	And as you ' ve said numerous times , most of # bitcoin ' s gains are within a few days a year . Timing is not wise . # HODLing is . I ' ve owned all the FANG stocks and made squat . . . because I sold . # HODL on ! $ 
4004	If you think bitcoin is a cult , where we all think the same you should read this thread where 2 top bitcoiners call each other retards repeatedly lol 1151625015634407425   … $ 
4005	"He almost went down the "" freedom of money "" road . . . . . . cool ! \ + 1 for the # Libra guy # bitcoin # HODL $ "
4006	Only promoted cause ceo a woman . $ 
4007	HODL DODN $ 
4008	I ' d love for it to exist . $ 
4009	Very nice $ 
4010	 bizpayecrypto . io   In my opinion a she undoubtedly will succeed . # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail $ 
4011	 # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # Merchants # B2B bizpayecrypto . io /   / 1151438951397437440   … $ 
4012	 # hodl up $ 
4013	He was mainly an executive producer which is just fancy industry speak for financier $ 
4014	200 % Profit in Last 3 Days ! For 10x gains , join t . me / phoenixICF   $ MDS $ WABI $ EMC # cortex $ POWR # pumapay # binance $ XLM # centrality $ RVN # airdrop # digibyte $ LTC $ GTO $ SKY $ LEND # bitshares # dogecoin $ SYS $ DTA $ ETH # sonm # pundix # cloakcoin # hodl 102488499 $ 
4015	「魔法の泉」を発見、ドラクエ？旅人癒やす笑顔の源：朝日新聞デジタル 02T4M79TPJB01P . html   … $ 
4016	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2XWrats   $ 
4017	凄い考察 だが深い。 投資家にはこういう悪い想定も必要かな。 これはリップルに限らないと思います。 tatus / 1151957748621271040   … $ 
4018	ほんと、DAPPSこそ資産性持たせられるからハイスペックゲームである必要ない。 ウィザードリィみたいな一つのダンジョン潜って、レアな武器探して あれ、結構楽しいんですよね。 その武器がLISKで売買できる。 夢があるなあ。 $ 
4019	200 % Profit in Last 3 Days ! For free signals , join telegram t . me / phoenixICF   # hodl $ GBC $ EOS $ XIN $ ATOM $ ELA $ PZM $ AE # exchanges $ QKC $ QTUM $ BLOCK $ DCR $ ATX $ ANT $ ELF $ MTL # ethereum $ WAVES $ ENJ $ MTL $ XLM $ XLM $ CVC $ ONT 896456349 $ 
4020	That would be epic . $ 
4021	Just did this , now I can finally HODL some more $ 
4022	The Convergence Manifesto vergence - manifesto - 299662d6dff7   … @ SilicaNexus # SilicaNexus $ 
4023	Just # HODL it tatus / 1151353188680732673   … $ 
4024	Hodl xrp $ 
4025	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2O0GxBz   $ 
4026	Hodl boys $ wabi $ eth $ 
4027	everybody buy bitcoin ! hodl , don’t sell ! “too many idiots own bitcoin” $ 
4028	I ' ll hodl you to that . $ 
4029	Fuck you SAD $ 
4030	 # HODL # learn # BTC # Altcoins 2350908461133825   … $ 
4031	"6 / The information presented in # 5 should be of special concern to those that have been banking on "" altseason "" or practicing "" HODL "" in anticipation of money trickling down from Bitcoin into altcoins . Market analysis shows that this has not and is not taking place . $ "
4032	Never sell just hodl $ 
4033	Couldn ' t disagree more . Love bitcoin and hodl it , but it serves it ' s unique purpose , but 3rd gen alts like # Cardano will surpass and scale in ways Bitcoin can only dream of . $ 
4034	“We are what we repeatedly do . Excellence , then , is not an act , but a \ [ hodl \ ] ” – Aristotle ( edited ) $ 
4035	 to the internet , my name is Sara , I will be your guide . Please buckle up , keep your arms in the car , and don ' t forget to hodl . s / 1151586640307064833   … $ 
4036	Very good development by the team . BIZpaye have great IEO partnership with DOBI exchange , I look forward to the success ! @ BIZpaye # BIZpaye # Marketplace # HODL # BarterCredit # crypto # BTC # OnlineShopping # Merchants # B2B # B2C # retail bizpayecrypto . io /   $ 
4037	Imagine being bearish right now lol insanity keep stacking # stackingsats $ 
4038	Why Hodl through a downtrend when you can exit your position wait for a better set up , buy in and remake your loss on the way up . Much easier than holding and being down 20 - 50 % and getting Rekt . $ btc # alts # cryptocurrency # bitcoin $ 
4039	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2Ybj18N   $ 
4040	日経ビジネスの特集見て これだ！って感じました。 経営陣の良さ 技術の進歩の徹底ぶり 世界に必要な会社です。 $ 
4041	 # DelistPTON @ foresting _ io $ 
4042	Good job finding the right on this one , Ben . Hit me up if you ever want to debate someone who doesnt fall for your fast talking semantics . tus / 1151658560494850048   … $ 
4043	"Hakuna Matata was the original HODL "" Hakuna Matata ! What a wonderful phrase . Hakuna Matata ! Ain ' t no passing craze . It means no worries for the rest of your days . It ' s our problem - free philosophy . "" No FOMO . No trading . No worries . Stack Sats . $ "
4044	He’s saying take some profit but don’t be afraid to hodl some deep into the bull run because the next ATH has potential to be very very large $ 
4045	 # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail bizpayecrypto . io /   / 1151407980904140800   … $ 
4046	Litecoin had nothing to do with Bitcoin getting segwit . fuck off . $ 
4047	Ayyyee i know that ' s right ! lol $ 
4048	Hodl $ 
4049	There is no guarantee in the marshmallow experiment . Just trust in the adults administering the test . It’s why children from impoverished backgrounds don’t do as well on the test . They see adults as unstable and untrustworthy . Better to eat the candy now . $ 
4050	I definitely think that $ 
4051	That ' s how i always interpreted . $ 
4052	Sure PayPal > BSV $ 
4053	 $ 
4054	Be like Jane ! She bought in the IEO early so she can enjoy her time at the beach . Our token is unique , named CRYPTO available on dobiexchange . io   get some NOW . # BIZpaye @ BIZpaye # Marketplace # HODL # BarterCredit # cryptotrading # Merchants # B2B # B2C # retail $ 
4055	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2YYjpEZ   $ 
4056	Amazing isn’t a strong enough word to describe this exchange . $ 
4057	Neuralink — одна из компаний под управлением Маска — собирается усовершенствовать человеческий мозг , объединив его с искусственным интеллектом . На днях она уже представила чип , который позволит читать мысли . Расскажем подробнее про Neuralink . 019 - 07 - 17 / kak - ilon - mask - prevratit - lyudej - v - kiborgov /   … $ 
4058	This market is too wild . im done for a while . Hodling to the top . bye # HODL # CRYPTO # BTC $ 
4059	 # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail / 1151438951397437440   … $ 
4060	HODL for 20 years at minimum . $ 
4061	Definitely $ 
4062	Jews go back to after this . Check the history and Christianity . It turns quickly , if you ' re smart enough to see it . status / 1151643937632935936   … $ 
4063	The Convergence Manifesto vergence - manifesto - 299662d6dff7   … @ SilicaNexus # SilicaNexus $ 
4064	Hodl Bitcoin status / 1151653029239595008   … $ 
4065	Tänker inte stänga till förlust , skall ha en bra slant i vinst . HODL . $ 
4066	This is why we HODL , THIS IS THE REAL DEAL . $ LABS is a monster , / status / 1151803511849594880   … $ 
4067	Up $1 , yeah real beast mode there Bob . . . . . . . . . . remind when i can sell my Silver at 2011 prices so i can dump it for # Bitcoin . $ 
4068	Trader / hodler fights are like two brothers fighting . We’re gonna go st it like cats and dogs lol but If anyone else gets involved we will rip their heads off . $ 
4069	桜空もものインスタライブ聞いてる 声可愛いのぉ . . . $ 
4070	 $ 
4071	Excited to share this item from my # etsy shop : Sticker cryptocurrency Crypto Currency HODL To The Moon ! Vinyl Sticker Internet Meme Funny Ethereum Laptop Decal Litecoin xrp dash eos ada etsy . me / 2YZHsU3   $ 
4072	POTUS level FUD ? Find an exchange to sell those coins here ! - altcash . co . uk / ? q = node / exchan ges   … # crypto # XMR # HODL $ 
4073	Hodl # icxfam ! Only way is up ! $ 
4074	 @ WillyWonkaXRP I thought the exact same thing . It’s likely Ripple and Facebook have been in discussions for a while . us / 1141332058897297408   … $ 
4075	First day of our IEO off to an excellent start . Don’t miss out on week 1 at the lowest price of $0 . 15 a token . dobiexchange . com   # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail @ BIZpaye $ 
4076	懐かしのドットやなあ 子供時代のファミコンドットを思い出します us / 1152244458395586562   … $ 
4077	It ' s almost like Libra was designed to show Why Bitcoin . $ 
4078	これから仮想通貨投資されるなら何も考えずにビットコイン積立がいいと思う \| ALIS alis . to / liskhodler / art icles / 3bNWmkb16pVO   … $ 
4079	Beste Urlaubslektüre @ julianhosp Sehr inspirierend , danke ! # Crypto # HODL # TWX $ 
4080	Chess move by me hodl what i have buy more on the dump cruise to the next ATH bubble CHA CHING $ 
4081	Yes big game players $ 
4082	 # HODL # Bitcoin better . Alts won ' t benefit you as much as it $ 
4083	Only 5 are in rotation at any given time I thought $ 
4084	Never mind , it just showed up , but for some reason I couldn ' t find it on your channel page when I first looked for it . Thanks for these great videos ! $ 
4085	This deserves placement $ 
